Address_A,Port_A,Address_B,Port_B,Total_Packets,Total_Bytes,Packets_Forward,Bytes_Forward,Packets_Backward,Bytes_Backward,Rel_Start,Duration,Bits/s_Forward,Bits/s_Backward
192.168.50.88,34107,8.8.8.8,53,2,637,1,70,1,567,2164.043033,0.004789,0,0
192.168.50.15,54207,192.168.50.88,53,4,472,2,152,2,320,533593.718,2984984.269,0.000407372,0.000857626
fe80::d58e:a29a:c48:dd8f,57690,ff02::1:3,5355,1,91,1,91,0,0,192073.1374,0,0,0
192.168.50.88,40742,8.8.4.4,53,2,263,1,84,1,179,442433.8605,0.050981,13181.3813,28088.89586
192.168.50.88,39823,8.8.8.8,53,3,972,2,170,1,802,458177.1133,501794.6267,0.002710272,0.012786107
192.168.50.88,57641,8.8.4.4,53,2,264,2,264,0,0,509564.0657,10.010441,210.9797161,0
192.168.50.88,49926,8.8.4.4,53,2,893,1,86,1,807,457610.5414,0.004446,0,0
fe80::1407:a819:844c:b703,56356,ff02::1:3,5355,2,172,2,172,0,0,1927.062705,0.098194,14013.07616,0
192.168.50.88,41013,8.8.8.8,53,2,242,1,105,1,137,382977.8396,0.00456,0,0
192.168.50.15,52969,192.168.50.88,53,4,472,2,152,2,320,303472.0997,447683.3808,0.002716205,0.005718327
192.168.50.88,44763,8.8.4.4,53,3,961,2,159,1,802,241568.2999,1611518.968,0.000789317,0.003981337
192.168.50.88,58147,8.8.4.4,53,1,88,1,88,0,0,384818.8016,0,0,0
192.168.50.88,39945,8.8.4.4,53,2,637,1,70,1,567,486009.1687,0.004992,0,0
192.168.50.15,62522,192.168.50.88,53,2,236,1,76,1,160,77854.92419,0.000237,0,0
fe80::3403:4993:3b2c:2ae9,50024,ff02::1:3,5355,2,168,2,168,0,0,195666.2278,0.103649,12966.84001,0
fe80::3403:4993:3b2c:2ae9,50002,ff02::1:3,5355,2,168,2,168,0,0,153616.6648,0.098936,13584.5395,0
192.168.50.52,60279,192.168.50.88,53,2,573,1,77,1,496,374137.8676,0.005728,107541.9002,692737.435
192.168.50.88,51501,8.8.4.4,53,2,208,1,96,1,112,493187.7887,0.003934,0,0
192.168.50.88,43063,8.8.4.4,53,2,218,1,93,1,125,42350.92129,0.003976,0,0
192.168.50.103,37240,192.168.50.88,53,2,130,1,65,1,65,476890.6879,10.000622,51.9967658,51.9967658
192.168.50.88,40413,8.8.4.4,53,2,637,1,70,1,567,446358.7044,0.004714,0,0
192.168.50.15,59445,192.168.50.88,53,10,1180,5,380,5,800,209824.9572,2549831.136,0.001192236,0.00250997
192.168.50.88,32879,8.8.4.4,53,1,70,1,70,0,0,186.940654,0,0,0
192.168.50.88,36134,8.8.4.4,53,2,883,1,81,1,802,503008.7741,0.011641,55665.3209,551155.3995
192.168.50.88,37881,8.8.4.4,53,2,356,1,98,1,258,17126.99565,0.021136,37093.11127,97653.29295
192.168.50.88,52790,8.8.8.8,53,1,78,1,78,0,0,398021.8397,0,0,0
192.168.50.54,60603,192.168.50.88,53,2,412,1,83,1,329,524429.2531,0.000468,0,0
192.168.50.19,63633,192.168.50.88,53,2,391,1,73,1,318,433434.0331,0.000211,0,0
192.168.50.88,56382,8.8.4.4,53,2,202,1,93,1,109,439154.9035,0.003834,0,0
192.168.50.88,41580,8.8.4.4,53,4,296,4,296,0,0,57387.14393,10.010777,236.5450754,0
192.168.50.88,41607,8.8.4.4,53,1,59,1,59,0,0,159756.0577,0,0,0
fe80::d58e:a29a:c48:dd8f,62828,ff02::1:3,5355,1,91,1,91,0,0,152468.4559,0,0,0
fe80::d58e:a29a:c48:dd8f,57634,ff02::1:3,5355,2,182,2,182,0,0,454002.1288,0.104064,13991.38991,0
192.168.50.15,59232,192.168.50.88,53,4,472,2,152,2,320,407233.3619,1877777.012,0.000647574,0.001363314
fe80::3403:4993:3b2c:2ae9,55226,ff02::1:3,5355,2,168,2,168,0,0,429541.8334,0.095888,14016.35241,0
192.168.50.88,46382,8.8.4.4,53,2,308,1,130,1,178,60725.54748,0.00389,0,0
fe80::785b:9c3b:68b4:aa64,60343,ff02::1:3,5355,2,168,2,168,0,0,3871.640727,0.100872,13323.81632,0
fe80::891f:ff8f:8660:beff,50428,ff02::1:3,5355,1,91,1,91,0,0,107010.8244,0,0,0
192.168.50.54,52903,192.168.50.88,53,2,405,1,89,1,316,509050.4083,0.027338,26044.33394,92472.01712
192.168.50.57,56162,192.168.50.88,53,2,395,1,84,1,311,35628.37414,0.005459,123099.4688,455761.1284
192.168.50.56,58604,192.168.50.88,53,2,466,1,77,1,389,493462.5203,0.035609,17298.99744,87393.63641
fe80::891f:ff8f:8660:beff,50607,ff02::1:3,5355,1,91,1,91,0,0,567814.7456,0,0,0
192.168.50.88,41335,8.8.4.4,53,2,637,1,70,1,567,451617.2447,0.004896,0,0
192.168.50.88,40157,8.8.8.8,53,1,59,1,59,0,0,120050.027,0,0,0
192.168.50.88,37515,8.8.4.4,53,2,883,1,81,1,802,525841.1158,0.012494,51864.89505,513526.4917
192.168.50.18,65224,192.168.50.88,53,6,732,3,240,3,492,270172.9266,1727566.011,0.00111139,0.00227835
192.168.50.14,53950,224.0.0.252,5355,2,128,2,128,0,0,19934.08033,0.094741,10808.41452,0
192.168.50.88,48333,8.8.4.4,53,3,707,2,140,1,567,287508.2308,1545745.376,0.00072457,0.002934507
192.168.50.88,49721,8.8.4.4,53,2,202,1,93,1,109,515864.6534,0.003872,0,0
192.168.50.88,37899,8.8.8.8,53,2,637,1,70,1,567,3007.315924,0.004388,0,0
192.168.50.88,42415,8.8.4.4,53,2,881,1,80,1,801,371885.9674,0.012729,50278.89069,503417.393
fe80::3403:4993:3b2c:2ae9,54944,ff02::1:3,5355,2,168,2,168,0,0,424447.7654,0.10338,13000.58038,0
192.168.50.88,51581,8.8.4.4,53,4,1201,2,171,2,1030,24455.99541,36957.8761,0.037015114,0.222956535
192.168.50.88,42876,8.8.4.4,53,1,89,1,89,0,0,298297.4715,0,0,0
192.168.50.15,64851,192.168.50.88,53,2,236,1,76,1,160,170456.2495,0.000246,0,0
192.168.50.60,54199,192.168.50.88,53,2,438,1,75,1,363,427153.7293,0.079688,7529.364519,36442.12427
192.168.50.15,54609,192.168.50.88,53,6,708,3,228,3,480,473671.0061,2881114.92,0.000633088,0.001332817
192.168.50.11,52456,224.0.0.252,5355,1,71,1,71,0,0,295111.9291,0,0,0
fe80::3403:4993:3b2c:2ae9,59374,ff02::1:3,5355,4,336,4,336,0,0,230395.7125,951612.0059,0.002824681,0
192.168.50.63,50276,224.0.0.252,5355,2,142,2,142,0,0,524154.2334,0.098735,11505.54515,0
192.168.50.88,39496,8.8.8.8,53,3,715,2,148,1,567,257228.7219,1037387.681,0.001141328,0.004372522
192.168.50.63,64730,192.168.50.88,53,2,421,1,91,1,330,514720.2591,0.014923,48783.75659,176908.1283
192.168.50.88,46531,8.8.4.4,53,1,85,1,85,0,0,382385.2172,0,0,0
192.168.50.63,49334,192.168.50.88,53,2,514,1,87,1,427,506945.5701,0.00055,0,0
192.168.50.54,56861,239.255.255.250,1900,4,860,4,860,0,0,524538.5941,2.999412,2293.782915,0
192.168.50.88,49090,8.8.4.4,53,6,1476,3,224,3,1252,416670.4933,67038.10261,0.026731067,0.14940757
192.168.50.88,37224,8.8.8.8,53,2,637,1,70,1,567,466030.5608,0.004604,0,0
192.168.50.88,45115,8.8.4.4,53,2,287,1,94,1,193,422638.2941,0.035804,21003.23984,43123.67328
192.168.50.88,40452,8.8.4.4,53,2,887,1,83,1,804,412171.6176,0.004569,0,0
192.168.50.18,57228,192.168.50.88,53,4,488,2,160,2,328,106602.791,786110.731,0.001628269,0.003337952
fe80::3403:4993:3b2c:2ae9,60357,ff02::1:3,5355,2,168,2,168,0,0,495333.4037,0.103441,12992.91383,0
192.168.50.15,52446,192.168.50.88,53,4,472,2,152,2,320,423707.8151,1402662.888,0.000866922,0.0018251
192.168.50.18,51618,192.168.50.88,53,2,244,1,80,1,164,155085.786,0.000207,0,0
192.168.50.18,52318,192.168.50.88,53,4,488,2,160,2,328,123343.9024,834954.0162,0.001533019,0.003142688
192.168.50.14,55413,224.0.0.252,5355,4,256,4,256,0,0,42588.25358,1907645.16,0.001073575,0
192.168.50.88,40469,8.8.4.4,53,2,637,1,70,1,567,61054.50656,0.004959,0,0
192.168.50.88,40877,8.8.4.4,53,2,202,1,93,1,109,499809.5115,0.023107,32198.03517,37737.48208
192.168.50.14,65245,224.0.0.252,5355,4,256,4,256,0,0,239031.9755,1011375.668,0.002024965,0
fe80::891f:ff8f:8660:beff,54985,ff02::1:3,5355,1,91,1,91,0,0,266311.764,0,0,0
192.168.50.88,54341,8.8.8.8,53,1,74,1,74,0,0,158519.1243,0,0,0
192.168.50.57,55989,192.168.50.88,53,2,466,1,72,1,394,29785.66876,0.037059,15542.78313,85053.56323
192.168.50.88,37139,8.8.8.8,53,4,931,2,193,2,738,391150.0511,4492.797074,0.343661192,1.31410342
192.168.50.88,35864,8.8.4.4,53,1,70,1,70,0,0,391789.6306,0,0,0
192.168.50.15,62422,192.168.50.88,53,8,944,4,304,4,640,512918.3952,1813625.586,0.00134096,0.002823074
192.168.50.88,34203,8.8.4.4,53,5,385,5,385,0,0,61032.48744,54835.66743,0.056167822,0
192.168.50.18,52777,192.168.50.88,53,2,244,1,80,1,164,159286.0146,0.000272,0,0
fe80::3403:4993:3b2c:2ae9,61084,ff02::1:3,5355,2,168,2,168,0,0,447087.6911,0.103303,13010.27076,0
192.168.50.88,39308,8.8.8.8,53,2,881,1,80,1,801,463041.1066,0.00469,0,0
192.168.50.88,33977,8.8.4.4,53,2,202,1,93,1,109,42344.35761,0.003921,0,0
192.168.50.88,50813,8.8.4.4,53,2,290,1,129,1,161,19217.12239,0.012032,85771.2766,107047.8724
192.168.50.88,49901,8.8.4.4,53,2,202,1,84,1,118,477577.9698,0.004229,0,0
192.168.50.63,62804,192.168.50.88,53,2,412,1,83,1,329,448090.341,0.000299,0,0
192.168.50.88,56304,8.8.8.8,53,2,328,1,132,1,196,509836.3035,0.014968,70550.50801,104756.8149
192.168.50.88,45718,8.8.4.4,53,1,78,1,78,0,0,307766.437,0,0,0
192.168.50.88,42442,8.8.4.4,53,2,637,1,70,1,567,59591.94866,0.004666,0,0
192.168.50.88,57513,8.8.4.4,53,1,70,1,70,0,0,298310.9486,0,0,0
192.168.50.19,56234,224.0.0.252,5355,2,128,2,128,0,0,1365.710543,0.094713,10811.60981,0
192.168.50.88,54047,8.8.8.8,53,4,296,4,296,0,0,44852.63866,10.010777,236.5450754,0
fe80::3403:4993:3b2c:2ae9,62843,ff02::1:3,5355,2,168,2,168,0,0,447106.0724,0.097271,13817.06777,0
192.168.50.19,65182,192.168.50.88,53,2,416,1,78,1,338,19714.71993,0.066785,9343.415437,40488.13356
fe80::1407:a819:844c:b703,51795,ff02::1:3,5355,2,172,2,172,0,0,1963.354572,0.102652,13404.51233,0
192.168.50.88,40094,8.8.4.4,53,2,202,1,84,1,118,528307.4159,0.003913,0,0
192.168.50.88,46411,8.8.4.4,53,2,392,1,132,1,260,516239.9175,0.004569,0,0
192.168.50.88,46275,8.8.4.4,53,2,637,1,70,1,567,456889.6362,0.005278,106100.7952,859416.4414
192.168.50.88,52909,8.8.4.4,53,6,1846,3,264,3,1582,475935.309,41328.04931,0.051103307,0.306232697
fe80::d58e:a29a:c48:dd8f,51320,ff02::1:3,5355,1,91,1,91,0,0,572816.3523,0,0,0
192.168.50.88,36971,8.8.4.4,53,2,637,1,70,1,567,60923.553,0.004516,0,0
192.168.50.88,59920,8.8.4.4,53,2,883,1,81,1,802,400943.4314,0.012049,53780.39666,532492.3225
192.168.50.88,58188,8.8.4.4,53,2,294,1,123,1,171,446036.2063,0.012581,78213.17868,108735.3947
192.168.50.88,34050,8.8.8.8,53,2,897,1,88,1,809,458863.559,0.012438,56600.73965,520340.8906
192.168.50.88,39164,8.8.4.4,53,1,78,1,78,0,0,310168.0954,0,0,0
fe80::785b:9c3b:68b4:aa64,52023,ff02::1:3,5355,1,91,1,91,0,0,498314.1658,0,0,0
fe80::3403:4993:3b2c:2ae9,62557,ff02::1:3,5355,4,336,4,336,0,0,158119.0536,423547.1201,0.006346401,0
192.168.50.18,55540,224.0.0.252,5355,2,142,2,142,0,0,210975.2759,0.105754,10741.91047,0
192.168.50.88,44816,8.8.4.4,53,2,637,1,70,1,567,408518.0326,0.004489,0,0
192.168.50.88,35657,8.8.8.8,53,1,59,1,59,0,0,109212.8203,0,0,0
192.168.50.88,45681,8.8.8.8,53,2,764,1,73,1,691,458864.1633,0.01206,48424.54403,458374.7935
192.168.50.16,52873,192.168.50.88,53,2,242,1,79,1,163,140467.0427,0.000214,0,0
fe80::891f:ff8f:8660:beff,65236,ff02::1:3,5355,1,91,1,91,0,0,202411.3836,0,0,0
192.168.50.18,54629,224.0.0.252,5355,2,142,2,142,0,0,377493.5209,0.104327,10888.8399,0
192.168.50.15,58385,192.168.50.88,53,6,708,3,228,3,480,102551.008,1036885.501,0.001759114,0.003703398
192.168.50.50,62839,192.168.50.88,53,2,439,1,84,1,355,60877.34754,0.047177,14244.22918,60198.8257
192.168.50.54,62811,239.255.255.250,1900,4,860,4,860,0,0,534738.7898,2.998108,2294.780575,0
192.168.50.88,41304,8.8.8.8,53,1,79,1,79,0,0,219287.2839,0,0,0
192.168.50.88,56668,8.8.8.8,53,1,59,1,59,0,0,120042.825,0,0,0
192.168.50.88,57170,8.8.4.4,53,10,1285,9,718,1,567,308549.3187,1808872.039,0.00317546,0.00250764
192.168.50.88,58508,8.8.4.4,53,2,883,1,81,1,802,475364.9752,0.004844,0,0
192.168.50.88,50394,8.8.4.4,53,2,637,1,70,1,567,498545.0034,0.004665,0,0
192.168.50.88,37779,8.8.4.4,53,1,70,1,70,0,0,322206.5643,0,0,0
192.168.50.18,62446,224.0.0.252,5355,3,213,3,213,0,0,180371.8517,2053055.341,0.000829982,0
192.168.50.88,52846,8.8.4.4,53,2,368,1,86,1,282,495490.8734,0.012942,53160.25343,174316.1799
192.168.50.57,55327,192.168.50.88,53,9,1094,5,338,4,756,451335.2016,0.001664,0,0
fe80::d58e:a29a:c48:dd8f,56919,ff02::1:3,5355,2,182,2,182,0,0,420698.2814,0.105078,13856.37335,0
192.168.50.88,41337,8.8.4.4,53,2,252,1,94,1,158,61118.21811,0.004174,0,0
192.168.50.88,57955,8.8.8.8,53,4,507,2,198,2,309,390575.722,83129.54945,0.019054596,0.029736718
192.168.50.88,58682,8.8.4.4,53,1,70,1,70,0,0,67044.70791,0,0,0
192.168.50.11,60485,224.0.0.252,5355,1,71,1,71,0,0,350913.2157,0,0,0
192.168.50.18,56690,192.168.50.88,53,6,732,3,240,3,492,165706.3756,2762680.732,0.000694977,0.001424703
192.168.50.11,59558,224.0.0.252,5355,2,142,2,142,0,0,260011.7285,287102.8912,0.00395677,0
192.168.50.18,50640,192.168.50.88,53,6,732,3,240,3,492,430802.4974,2144587.076,0.000895277,0.001835318
192.168.50.88,49511,8.8.4.4,53,1,88,1,88,0,0,43017.09417,0,0,0
192.168.50.88,58111,8.8.4.4,53,2,297,1,99,1,198,530522.7274,0.004419,0,0
fe80::3403:4993:3b2c:2ae9,58385,ff02::1:3,5355,2,168,2,168,0,0,101028.1944,0.099446,13514.87239,0
192.168.50.88,50666,8.8.4.4,53,4,1093,2,169,2,924,510058.5009,22391.38979,0.060380352,0.330126896
192.168.50.88,54664,8.8.4.4,53,2,159,2,159,0,0,10531.97392,474136.5406,0.002682772,0
192.168.50.88,49304,8.8.8.8,53,1,70,1,70,0,0,293332.7535,0,0,0
192.168.50.18,65332,192.168.50.88,53,6,732,3,240,3,492,199008.3488,1954498.384,0.000982349,0.002013816
192.168.50.88,37699,8.8.8.8,53,1,70,1,70,0,0,438662.3416,0,0,0
192.168.50.19,52582,192.168.50.88,53,2,400,1,76,1,324,470233.533,0.000159,0,0
fe80::3403:4993:3b2c:2ae9,58949,ff02::1:3,5355,2,168,2,168,0,0,13856.76396,0.110032,12214.62847,0
192.168.50.88,49798,8.8.8.8,53,2,258,1,105,1,153,581610.2287,0.065595,12805.85412,18659.95886
192.168.50.18,55133,192.168.50.88,53,2,244,1,80,1,164,343737.8892,0.000242,0,0
192.168.50.54,62413,239.255.255.250,1900,4,860,4,860,0,0,414018.5259,2.999437,2293.763796,0
192.168.50.88,53441,8.8.4.4,53,5,1615,3,243,2,1372,507540.7152,1392132.543,0.001396419,0.007884307
192.168.50.88,43695,8.8.8.8,53,3,959,2,154,1,805,436584.1431,1934754.973,0.000636773,0.003328587
192.168.50.88,40433,8.8.4.4,53,2,637,1,70,1,567,59783.91631,0.004443,0,0
192.168.50.103,39424,192.168.50.88,53,4,316,2,158,2,158,476764.6811,10.000683,126.3913675,126.3913675
192.168.50.65,49823,192.168.50.88,53,2,511,1,78,1,433,473847.9905,0.046589,13393.71955,74352.31496
192.168.50.16,55378,192.168.50.88,53,2,242,1,79,1,163,423975.9382,0.000275,0,0
192.168.50.88,45234,8.8.8.8,53,9,1428,7,523,2,905,130880.3147,2353559.854,0.001777733,0.003076191
192.168.50.15,59905,192.168.50.88,53,2,236,1,76,1,160,280008.3089,0.0002,0,0
192.168.50.88,38527,8.8.4.4,53,2,242,1,105,1,137,491698.1234,0.011199,75006.69702,97865.88088
192.168.50.54,53849,192.168.50.88,53,2,409,1,79,1,330,451966.788,0.034851,18134.34335,75751.05448
192.168.50.88,32996,8.8.4.4,53,2,877,1,78,1,799,451334.4732,0.012459,50084.27623,513042.7783
192.168.50.88,53955,8.8.4.4,53,2,637,1,70,1,567,414739.3733,0.004716,0,0
192.168.50.88,42497,8.8.4.4,53,2,294,1,123,1,171,15333.48816,0.011399,86323.36171,120010.5272
fe80::3403:4993:3b2c:2ae9,55270,ff02::1:3,5355,4,336,4,336,0,0,37845.33364,3139305.22,0.00085624,0
192.168.50.88,37562,8.8.8.8,53,2,188,1,86,1,102,391479.1226,0.011949,57578.03997,68290.23345
192.168.50.11,63264,192.168.50.88,53,2,148,1,74,1,74,485866.6876,10.00053,59.19686257,59.19686257
192.168.50.88,54236,8.8.4.4,53,2,320,1,96,1,224,491380.6742,0.004397,0,0
192.168.50.63,63966,192.168.50.88,53,2,421,1,91,1,330,475368.0777,0.014261,51048.31367,185120.2584
192.168.50.88,55558,8.8.4.4,53,1,59,1,59,0,0,318596.5281,0,0,0
fe80::3403:4993:3b2c:2ae9,53136,ff02::1:3,5355,2,168,2,168,0,0,327730.047,0.098681,13619.64309,0
192.168.50.88,58368,8.8.4.4,53,4,296,4,296,0,0,249506.1444,10.010835,236.5437049,0
192.168.50.18,63930,192.168.50.88,53,8,976,4,320,4,656,468544.7247,2663913.564,0.000960992,0.001970034
fe80::3403:4993:3b2c:2ae9,61070,ff02::1:3,5355,2,168,2,168,0,0,389342.7665,0.1075,12502.32558,0
192.168.50.16,54142,192.168.50.88,53,4,484,2,158,2,326,426075.9512,270487.9273,0.004673037,0.009641835
192.168.50.11,65140,224.0.0.252,5355,1,71,1,71,0,0,249211.6667,0,0,0
192.168.50.88,58125,8.8.4.4,53,2,885,1,82,1,803,449296.2139,0.001148,0,0
fe80::3403:4993:3b2c:2ae9,54708,ff02::1:3,5355,2,168,2,168,0,0,299414.9487,0.098744,13610.95358,0
192.168.50.57,56970,192.168.50.88,53,2,466,1,72,1,394,393842.9172,0.035935,16028.94115,87713.92794
192.168.50.88,53790,8.8.8.8,53,2,889,1,84,1,805,467295.8769,0.004404,0,0
192.168.50.16,51105,192.168.50.88,53,2,242,1,79,1,163,240011.1869,0.000239,0,0
192.168.50.88,40827,8.8.8.8,53,1,59,1,59,0,0,104355.2164,0,0,0
192.168.50.88,53048,8.8.8.8,53,1,78,1,78,0,0,317393.1775,0,0,0
192.168.50.88,40556,8.8.8.8,53,2,256,1,100,1,156,458865.1215,0.013253,60363.69105,94167.35804
192.168.50.63,56791,192.168.50.88,53,2,412,1,83,1,329,435642.1213,0.000118,0,0
fe80::3403:4993:3b2c:2ae9,63028,ff02::1:3,5355,2,168,2,168,0,0,245713.8017,0.09566,14049.75957,0
192.168.50.15,60972,192.168.50.88,53,6,708,3,228,3,480,543074.4277,2541828.585,0.000717594,0.001510723
192.168.50.15,50281,192.168.50.88,53,6,708,3,228,3,480,541154.0992,2340856.01,0.000779202,0.001640426
fe80::79b9:492d:e0d9:d897,54078,ff02::1:3,5355,2,176,2,176,0,0,353050.4284,0.096463,14596.27007,0
192.168.50.88,50537,8.8.8.8,53,1,77,1,77,0,0,386891.4616,0,0,0
192.168.50.88,36965,8.8.4.4,53,2,220,1,90,1,130,480497.3375,0.01482,48582.99601,70175.43868
192.168.50.88,48958,8.8.8.8,53,3,374,2,183,1,191,469949.2505,495363.3716,0.002955406,0.003084604
192.168.50.88,60810,91.189.91.23,80,1905,2292465,854,71426,1051,2221039,1187824.065,2.827681,202076.5426,6283704.562
192.168.50.88,49072,8.8.4.4,53,2,637,1,70,1,567,480503.1135,0.005517,101504.4411,822185.9731
192.168.50.15,64758,192.168.50.88,53,4,472,2,152,2,320,135108.3905,2423487.749,0.000501756,0.001056329
192.168.50.63,54049,192.168.50.88,53,2,412,1,83,1,329,486140.8352,0.018295,36294.06939,143864.4437
192.168.50.52,60810,224.0.0.252,5355,1,71,1,71,0,0,405084.8611,0,0,0
192.168.50.65,56270,192.168.50.88,53,2,539,1,90,1,449,530667.4989,0.247948,2903.834675,14486.90855
192.168.50.88,40312,91.189.89.199,123,2,180,1,90,1,90,413588.3332,0.154436,4662.125412,4662.125412
192.168.50.14,50197,224.0.0.252,5355,2,128,2,128,0,0,117450.5689,0.098795,10364.89701,0
192.168.50.18,50438,192.168.50.88,53,6,732,3,240,3,492,336177.4594,2884725.36,0.000665575,0.001364428
192.168.50.88,43466,8.8.8.8,53,9,718,9,718,0,0,178944.1516,2477.477332,2.318487409,0
192.168.50.14,50677,224.0.0.252,5355,2,128,2,128,0,0,230382.8949,0.103121,9930.082137,0
192.168.50.63,63382,192.168.50.88,53,2,377,1,75,1,302,509260.8449,0.000531,0,0
192.168.50.88,34337,8.8.4.4,53,1,100,1,100,0,0,21579.06123,0,0,0
fe80::d58e:a29a:c48:dd8f,64490,ff02::1:3,5355,3,273,3,273,0,0,447701.3585,618330.6812,0.003532091,0
192.168.50.88,53358,8.8.4.4,53,4,857,2,172,2,685,406747.9205,47410.64423,0.029023018,0.115585858
192.168.50.88,49747,8.8.8.8,53,2,637,1,70,1,567,458863.6898,0.005529,101284.1379,820401.5168
192.168.50.19,59722,192.168.50.88,53,2,437,1,77,1,360,494987.892,0.064249,9587.697865,44825.60041
192.168.50.63,54752,192.168.50.88,53,2,440,1,89,1,351,369195.1453,0.01409,50532.29236,199290.2766
192.168.50.54,55261,239.255.255.250,1900,8,1720,8,1720,0,0,493578.3331,33243.32689,0.413917658,0
192.168.50.88,45053,8.8.8.8,53,1,59,1,59,0,0,199472.3609,0,0,0
192.168.50.88,34346,8.8.4.4,53,1,74,1,74,0,0,194630.987,0,0,0
192.168.50.88,52478,8.8.8.8,53,4,296,4,296,0,0,94970.64096,10.010761,236.5454534,0
192.168.50.88,57722,8.8.4.4,53,1,89,1,89,0,0,237693.8529,0,0,0
192.168.50.18,58530,192.168.50.88,53,4,488,2,160,2,328,531672.1476,170710.8812,0.007498057,0.015371018
192.168.50.88,54584,8.8.8.8,53,1,89,1,89,0,0,237989.1153,0,0,0
192.168.50.18,49701,192.168.50.88,53,4,488,2,160,2,328,361198.7737,2075342.74,0.000616766,0.001264369
192.168.50.18,55000,192.168.50.88,53,4,488,2,160,2,328,491890.1855,293416.9809,0.004362392,0.008942904
192.168.50.88,60110,8.8.4.4,53,4,429,2,182,2,247,372934.7852,84675.73928,0.017195008,0.023336082
192.168.50.18,61059,192.168.50.88,53,4,488,2,160,2,328,462244.4084,555636.8232,0.002303663,0.004722509
192.168.50.52,51245,192.168.50.88,53,2,573,1,77,1,496,533338.3298,0.03105,19838.96941,127793.8809
192.168.50.63,51940,192.168.50.88,53,2,440,1,89,1,351,417586.989,0.015884,44824.98097,176781.6665
192.168.50.88,55389,8.8.8.8,53,2,893,1,86,1,807,399535.2321,0.011333,60707.6677,569663.8121
fe80::4db6:23d1:f7f5:6002,54803,ff02::1:3,5355,2,168,2,168,0,0,4139.331537,0.104441,12868.50949,0
192.168.50.18,50917,192.168.50.88,53,4,488,2,160,2,328,178487.0599,2930929.983,0.000436721,0.000895279
192.168.50.88,35894,8.8.4.4,53,1,59,1,59,0,0,251196.1383,0,0,0
192.168.50.88,58399,8.8.4.4,53,2,637,1,70,1,567,19726.40406,0.004834,0,0
192.168.50.88,51368,8.8.4.4,53,1,70,1,70,0,0,89046.41099,0,0,0
192.168.50.57,55065,192.168.50.88,53,2,458,1,75,1,383,59696.58,0.063669,9423.738398,48123.89075
192.168.50.88,37670,8.8.4.4,53,2,408,1,140,1,268,498789.5602,0.004549,0,0
fe80::4db6:23d1:f7f5:6002,56692,ff02::1:3,5355,2,168,2,168,0,0,60595.57187,0.107165,12541.40811,0
192.168.50.88,49155,8.8.4.4,53,1,78,1,78,0,0,478691.07,0,0,0
192.168.50.15,62902,192.168.50.88,53,2,236,1,76,1,160,106722.104,0.000225,0,0
192.168.50.18,65338,224.0.0.252,5355,1,71,1,71,0,0,504407.9605,0,0,0
192.168.50.88,58541,8.8.4.4,53,1,78,1,78,0,0,251196.144,0,0,0
192.168.50.88,40900,8.8.4.4,53,1,70,1,70,0,0,328221.7605,0,0,0
192.168.50.88,54965,8.8.8.8,53,1,70,1,70,0,0,250005.7157,0,0,0
192.168.50.88,46049,8.8.4.4,53,2,196,1,90,1,106,535089.8142,0.003546,0,0
192.168.50.11,57334,192.168.50.88,53,2,148,1,74,1,74,500308.8516,10.000505,59.19701055,59.19701055
192.168.50.54,56932,239.255.255.250,1900,4,860,4,860,0,0,504738.4409,2.999435,2293.765326,0
192.168.50.88,47758,8.8.4.4,53,2,889,1,84,1,805,436813.915,0.004386,0,0
192.168.50.88,50425,8.8.4.4,53,2,250,1,91,1,159,401041.9258,0.316797,2298.001559,4015.189538
192.168.50.88,56429,8.8.4.4,53,2,208,1,96,1,112,60196.22194,0.03063,25073.4574,29252.36697
192.168.50.88,58401,8.8.4.4,53,1,89,1,89,0,0,41047.71358,0,0,0
192.168.50.88,39383,8.8.4.4,53,2,893,1,86,1,807,488512.9332,0.012097,56873.60489,533686.0366
192.168.50.88,51763,8.8.8.8,53,3,254,2,154,1,100,105604.0196,1399380.836,0.000880389,0.000571681
192.168.50.88,49153,8.8.4.4,53,2,887,1,83,1,804,451434.6186,0.020972,31661.26268,306694.6409
192.168.50.88,35401,8.8.4.4,53,1,70,1,70,0,0,152532.8372,0,0,0
fe80::d58e:a29a:c48:dd8f,55211,ff02::1:3,5355,1,91,1,91,0,0,312687.1519,0,0,0
192.168.50.88,36018,8.8.4.4,53,2,483,1,74,1,409,55221.17342,0.004223,0,0
192.168.50.56,57975,192.168.50.88,53,2,466,1,77,1,389,507853.2389,0.041143,14972.17023,75638.62624
192.168.50.18,59542,192.168.50.88,53,6,732,3,240,3,492,274673.1081,2713417.367,0.000707595,0.001450569
192.168.50.63,64956,192.168.50.88,53,2,412,1,83,1,329,417580.1014,0.019035,34883.11005,138271.6049
fe80::1407:a819:844c:b703,57549,ff02::1:3,5355,2,172,2,172,0,0,372185.5652,0.099518,13826.64442,0
192.168.50.88,37810,8.8.4.4,53,2,220,1,90,1,130,489261.1356,0.012867,55957.0995,80826.92151
192.168.50.88,54636,8.8.4.4,53,1,89,1,89,0,0,82693.89019,0,0,0
192.168.50.59,60495,224.0.0.252,5355,2,132,2,132,0,0,522955.9274,0.110201,9582.490177,0
